EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,AverageWorkingHours,rateOfAttrition
1420,36,No,Travel_Frequently,Research & Development,1,3,Life Sciences,Female,2,Laboratory Technician,Single,23050,1,17,0,8,3,8,1,7,2,4,3,3,3,6.664129274,0.125
1421,40,No,Non-Travel,Research & Development,28,2,Life Sciences,Male,1,Manufacturing Director,Married,167040,9,22,0,5,2,3,0,2,4,4,1,4,4,5.295213675,1.8
1422,46,No,Travel_Rarely,Research & Development,25,1,Medical,Male,5,Research Scientist,Divorced,34330,7,18,0,17,3,4,0,3,4,1,3,3,3,5.271477564,0.411764706
1423,32,Yes,Travel_Rarely,Research & Development,5,3,Medical,Male,1,Healthcare Representative,Married,34770,1,11,0,14,2,14,9,8,4,4,2,4,3,7.094040598,0.071428571
1424,30,No,Non-Travel,Research & Development,17,4,Life Sciences,Male,2,Healthcare Representative,Single,64300,1,12,1,12,2,11,5,8,3,3,3,2,3,7.278913462,0.083333333
1425,27,No,Travel_Frequently,Research & Development,18,2,Medical,Female,1,Laboratory Technician,Single,65160,1,19,1,7,4,7,0,7,4,3,3,3,3,5.411336538,0.142857143
1426,51,No,Travel_Rarely,Research & Development,2,1,Medical,Female,1,Manufacturing Director,Married,39070,5,13,0,16,2,10,4,7,2,2,1,3,3,6.109711538,0.3125
1427,30,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,Female,2,Research Scientist,Single,55620,5,13,0,8,3,5,0,4,4,1,3,2,3,7.541785256,0.625
1428,41,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,2,Human Resources,Single,68830,3,19,2,16,3,1,0,0,4,4,3,2,3,8.111432692,0.1875
1429,30,Yes,Travel_Frequently,Sales,3,2,Medical,Male,2,Healthcare Representative,Single,28620,5,14,0,9,2,6,0,1,3,1,2,2,3,6.253317308,0.555555556
1430,29,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Sales Executive,Single,49780,0,13,0,7,3,6,1,5,3,3,2,2,3,7.186398504,0
1431,45,No,Non-Travel,Research & Development,2,3,Medical,Female,2,Research Scientist,Single,103680,6,12,2,23,2,19,12,8,4,4,3,3,3,5.807380342,0.260869565
1432,54,No,Travel_Rarely,Sales,8,2,Marketing,Female,2,Laboratory Technician,Married,61340,2,19,0,16,2,6,0,5,4,1,3,2,3,5.70588141,0.125
1433,36,No,Travel_Rarely,Research & Development,16,4,Life Sciences,Male,1,Healthcare Representative,Single,67350,8,25,2,16,3,13,3,7,4,2,4,2,4,7.149605769,0.5
1434,33,No,Travel_Rarely,Sales,9,1,Other,Female,3,Sales Executive,Married,32950,6,22,2,7,2,3,1,1,3,2,3,3,4,6.975207265,0.857142857
1435,37,No,Travel_Frequently,Sales,2,4,Life Sciences,Male,2,Laboratory Technician,Divorced,52380,1,15,1,10,5,10,0,7,2,4,3,3,3,9.355114316,0.1
1436,38,No,Travel_Rarely,Research & Development,1,2,Medical,Male,4,Laboratory Technician,Divorced,64720,0,12,0,17,4,16,5,13,1,3,2,3,3,6.169470085,0
1437,31,No,Non-Travel,Sales,4,1,Medical,Female,3,Research Scientist,Married,96100,0,11,1,6,2,5,1,4,3,3,3,2,3,5.602138889,0
1438,59,No,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,3,Manager,Married,198330,3,13,0,7,2,1,0,0,3,4,3,3,3,5.707445513,0.428571429
1439,37,No,Travel_Frequently,Sales,2,3,Marketing,Female,2,Laboratory Technician,Divorced,97560,4,19,0,13,2,9,5,8,1,4,3,3,3,6.471576923,0.307692308
1440,29,No,Travel_Frequently,Sales,15,4,Medical,Female,1,Sales Executive,Married,49680,1,19,3,11,4,11,4,1,2,4,3,3,3,5.782424145,0.090909091
1441,35,No,Travel_Frequently,Research & Development,19,3,Life Sciences,Female,1,Sales Executive,Single,21450,1,13,0,10,6,10,0,8,3,3,4,2,3,5.579643162,0.1
1442,29,Yes,Travel_Rarely,Research & Development,7,1,Life Sciences,Female,1,Research Scientist,Single,21800,1,21,0,4,2,4,0,1,3,4,2,3,4,7.678819444,0.25
1443,52,No,Travel_Rarely,Research & Development,1,2,Medical,Female,4,Manager,Single,83460,7,14,0,6,5,2,2,2,3,4,2,3,3,6.808186966,1.166666667
1444,42,No,Travel_Rarely,Research & Development,7,4,Life Sciences,Female,2,Sales Executive,Married,34450,1,11,2,22,2,22,11,15,3,4,3,3,3,5.732223291,0.045454545
1445,59,No,Travel_Rarely,Research & Development,4,4,Technical Degree,Male,1,Healthcare Representative,Married,27600,8,11,0,7,3,2,2,2,2,3,2,4,3,5.970353632,1.142857143
1446,50,No,Travel_Rarely,Research & Development,11,2,Life Sciences,Male,2,Sales Executive,Divorced,62940,3,23,1,32,2,7,0,6,4,4,2,4,4,6.874883547,0.09375
1447,33,Yes,Travel_Rarely,Sales,11,4,Marketing,Male,1,Research Scientist,Married,71400,5,21,0,8,2,5,0,4,3,4,1,2,4,9.670790598,0.625
1448,43,No,Travel_Rarely,Sales,1,3,Marketing,Female,2,Manufacturing Director,Married,29320,5,24,0,22,3,17,1,9,4,4,3,3,4,8.287206197,0.227272727
1449,33,Yes,Travel_Rarely,Sales,1,3,Life Sciences,Male,2,Manager,Married,51470,7,11,0,13,2,9,1,7,1,1,4,3,3,6.553012821,0.538461538
1450,52,No,Non-Travel,Research & Development,2,3,Technical Degree,Male,1,Sales Executive,Single,45070,1,14,0,33,3,33,15,12,1,3,4,2,3,7.98641453,0.03030303
1451,32,No,Travel_Rarely,Human Resources,13,4,Life Sciences,Female,3,Manufacturing Director,Married,85640,2,16,1,6,2,4,1,2,3,2,3,2,3,7.531721154,0.333333333
1452,32,Yes,Travel_Rarely,Sales,23,1,Life Sciences,Male,3,Healthcare Representative,Single,24680,0,11,0,4,2,3,1,2,4,3,1,3,3,9.411576923,0
1453,39,No,Travel_Rarely,Sales,26,4,Life Sciences,Male,2,Research Director,Divorced,81610,7,12,1,7,2,3,1,2,3,3,3,4,3,5.784173077,1
1454,32,No,Non-Travel,Sales,2,4,Marketing,Male,4,Research Scientist,Married,21090,0,13,1,4,3,3,2,2,3,4,3,2,3,5.756965812,0
1455,41,No,Travel_Rarely,Sales,29,3,Life Sciences,Female,2,Laboratory Technician,Divorced,52940,2,15,0,17,3,1,0,0,3,1,2,2,3,5.714682692,0.117647059
1456,40,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Manufacturing Director,Divorced,27180,1,14,1,9,4,9,4,7,1,4,3,2,3,6.887214744,0.111111111
1457,45,No,Travel_Rarely,Research & Development,18,1,Life Sciences,Female,2,Sales Representative,Married,58110,0,14,0,25,4,24,1,7,3,4,3,2,3,6.246941239,0
1458,31,No,Travel_Frequently,Research & Development,7,4,Medical,Male,1,Research Scientist,Divorced,24370,9,14,1,9,3,2,2,2,2,3,3,4,3,6.638619658,1
1459,33,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,1,Sales Executive,Married,27660,1,12,1,2,2,2,0,2,3,4,2,3,3,5.950654915,0.5
1460,34,No,Travel_Rarely,Research & Development,26,3,Other,Female,1,Sales Executive,Married,190380,6,13,0,13,3,11,5,9,4,1,3,2,3,5.813462607,0.461538462
1461,37,No,Travel_Rarely,Research & Development,22,5,Medical,Female,2,Manufacturing Director,Married,30550,2,14,3,17,3,3,0,2,3,1,2,3,3,6.807380342,0.117647059
1462,45,No,Travel_Frequently,Sales,21,1,Marketing,Male,3,Research Scientist,Married,22890,4,13,0,9,3,3,0,2,1,3,3,2,3,7.024409188,0.444444444
1463,37,Yes,Travel_Frequently,Sales,2,3,Marketing,Male,1,Laboratory Technician,Divorced,40010,6,11,1,17,2,1,0,0,1,3,3,3,3,6.326473291,0.352941176
1464,39,No,Travel_Frequently,Research & Development,22,3,Medical,Female,1,Manufacturing Director,Single,129650,0,19,1,20,2,19,11,8,3,3,3,3,3,6.592791667,0
1465,29,No,Travel_Rarely,Sales,4,3,Other,Female,2,Human Resources,Single,35390,1,18,0,6,2,6,1,5,3,4,3,2,3,6.709356838,0.166666667
1466,42,No,Travel_Rarely,Research & Development,5,4,Medical,Female,1,Research Scientist,Single,60290,3,17,1,10,5,3,0,2,4,1,3,3,3,7.898162393,0.3
1467,29,No,Travel_Rarely,Research & Development,2,4,Medical,Male,1,Laboratory Technician,Divorced,26790,2,15,0,10,2,3,0,2,4,4,3,2,3,5.536476496,0.2
1468,25,No,Travel_Rarely,Research & Development,25,2,Life Sciences,Male,2,Sales Executive,Married,37020,0,20,0,5,4,4,1,2,1,3,3,3,4,7.193183761,0
1470,40,No,Travel_Rarely,Research & Development,28,3,Medical,Male,2,Laboratory Technician,Divorced,54680,0,12,0,22,6,21,3,9,1,3,3,4,3,6.170388889,0
1472,31,Yes,Travel_Frequently,Research & Development,10,1,Life Sciences,Female,1,Research Scientist,Single,41890,0,23,1,6,3,5,1,4,3,2,4,2,4,6.80386859,0
1473,32,No,Travel_Frequently,Research & Development,17,4,Other,Male,4,Sales Executive,Married,193280,1,15,3,5,2,5,0,3,2,2,1,3,3,6.476936966,0.2
1474,38,No,Non-Travel,Research & Development,2,5,Life Sciences,Male,3,Human Resources,Married,83210,3,11,3,13,5,8,7,5,4,4,3,2,3,6.400550214,0.230769231
1475,32,No,Travel_Rarely,Research & Development,10,1,Medical,Male,1,Sales Executive,Single,23420,4,12,2,9,2,6,0,4,4,1,3,3,3,7.05365812,0.444444444
1476,46,No,Travel_Rarely,Research & Development,8,3,Life Sciences,Female,4,Research Director,Married,40710,3,13,0,28,5,7,7,7,3,2,2,3,3,9.65605235,0.107142857
1478,29,No,Travel_Rarely,Research & Development,18,3,Life Sciences,Male,2,Sales Executive,Married,31430,2,22,3,10,2,0,0,0,1,2,3,3,4,6.123464744,0.2
1479,31,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,3,Laboratory Technician,Married,20440,0,21,0,10,2,9,7,8,2,4,3,3,4,6.32666453,0
1480,25,No,Non-Travel,Research & Development,7,4,Medical,Female,4,Laboratory Technician,Divorced,134640,1,13,1,6,2,6,1,5,2,1,3,3,3,6.388126068,0.166666667
1481,45,No,Travel_Rarely,Research & Development,17,2,Medical,Male,2,Laboratory Technician,Married,79910,0,13,2,21,2,20,4,10,3,4,3,2,3,7.42921047,0
1482,36,No,Travel_Rarely,Research & Development,28,1,Life Sciences,Male,1,Laboratory Technician,Married,33770,0,12,2,16,2,15,10,11,4,4,3,3,3,6.340424145,0
1483,55,No,Travel_Rarely,Research & Development,14,4,Life Sciences,Female,1,Sales Executive,Single,55380,0,17,0,37,2,36,4,13,4,1,3,3,3,8.616360043,0
1484,47,Yes,Non-Travel,Research & Development,1,1,Medical,Male,1,Research Scientist,Married,57620,1,11,2,10,4,10,9,9,1,2,2,2,3,8.79217735,0.1
1485,28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,1,Manufacturing Director,Married,25920,1,14,0,5,2,5,0,4,4,4,2,3,3,5.410520299,0.2
1486,37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,2,Healthcare Representative,Married,53460,4,11,0,7,2,5,0,1,3,4,4,3,3,6.265930556,0.571428571
1487,21,No,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,1,Laboratory Technician,Single,42130,1,12,3,3,3,3,1,0,4,3,4,2,3,5.99528953,0.333333333
1488,37,No,Non-Travel,Research & Development,1,3,Medical,Male,2,Sales Executive,Divorced,41270,2,13,1,15,2,5,0,2,1,4,3,3,3,10.04478419,0.133333333
1489,35,No,Travel_Rarely,Sales,7,4,Life Sciences,Male,1,Sales Representative,Divorced,24380,7,16,0,10,5,7,6,2,2,2,2,2,3,6.205657051,0.7
1490,38,No,Travel_Rarely,Research & Development,8,3,Life Sciences,Female,1,Manager,Divorced,68700,1,11,1,8,5,8,7,7,1,1,3,3,3,8.643863248,0.125
1491,26,No,Travel_Frequently,Research & Development,1,4,Other,Male,2,Laboratory Technician,Divorced,104470,1,18,0,6,3,6,1,4,3,2,1,3,3,7.046226496,0.166666667
1492,50,No,Travel_Rarely,Sales,8,4,Life Sciences,Male,1,Research Scientist,Divorced,96670,3,23,0,28,2,10,1,6,1,2,2,2,4,5.517292735,0.107142857
1493,53,No,Travel_Rarely,Research & Development,11,4,Life Sciences,Female,2,Research Scientist,Married,21480,3,11,0,21,2,5,1,3,3,3,2,3,3,7.669344017,0.142857143
1494,42,No,Travel_Rarely,Research & Development,4,4,Life Sciences,Male,1,Manufacturing Director,Married,89260,1,14,0,20,4,20,11,6,2,3,3,1,3,6.00550641,0.05
1495,29,No,Travel_Frequently,Research & Development,16,4,Medical,Male,1,Laboratory Technician,Single,65130,1,11,1,10,2,10,0,9,2,4,2,3,3,6.518987179,0.1
1496,55,No,Travel_Rarely,Research & Development,1,4,Other,Female,1,Research Scientist,Married,67990,3,11,0,12,2,10,0,8,2,4,3,3,3,8.397083333,0.25
1497,26,No,Travel_Frequently,Research & Development,9,3,Life Sciences,Female,1,Manager,Married,162910,1,22,0,5,3,5,3,3,1,1,3,3,4,10.04040598,0.2
1498,37,No,Travel_Rarely,Sales,5,1,Marketing,Male,1,Research Scientist,Single,27050,1,11,0,17,2,17,5,7,4,4,3,3,3,6.836758547,0.058823529
1499,44,Yes,Travel_Frequently,Research & Development,1,2,Medical,Male,2,Research Scientist,Divorced,103330,3,14,1,19,2,1,0,0,4,3,1,2,3,9.773588675,0.157894737
1500,38,No,Travel_Rarely,Sales,2,3,Marketing,Female,1,Manager,Divorced,44480,9,12,0,10,3,2,1,2,4,4,3,2,3,6.348648504,0.9
1501,26,Yes,Travel_Rarely,Research & Development,4,3,Medical,Male,3,Research Scientist,Divorced,68540,2,11,0,5,5,3,0,2,1,2,3,2,3,9.060086538,0.4
1502,28,No,Travel_Rarely,Research & Development,7,3,Other,Male,1,Human Resources,Single,96370,1,13,0,5,6,5,0,2,4,4,3,2,3,6.289853632,0.2
1503,49,No,Travel_Frequently,Research & Development,1,1,Medical,Female,2,Research Scientist,Single,35910,9,13,0,22,2,3,1,2,3,1,3,3,3,9.761423077,0.409090909
1504,36,No,Travel_Rarely,Sales,5,3,Technical Degree,Male,3,Sales Executive,Single,54050,4,14,0,10,2,8,7,7,3,2,3,3,3,5.455130342,0.4
1505,31,No,Travel_Frequently,Research & Development,9,4,Medical,Male,1,Sales Executive,Divorced,46840,1,16,1,2,4,2,2,2,4,2,2,3,3,5.972614316,0.5
1506,26,Yes,Travel_Rarely,Research & Development,8,3,Medical,Male,2,Manager,Single,157870,1,12,2,8,5,8,7,4,4,4,3,3,3,9.747251068,0.125
1507,37,No,Travel_Frequently,Sales,9,1,Marketing,Male,1,Laboratory Technician,Married,15140,1,14,0,4,3,4,1,2,2,4,2,3,3,9.341926282,0.25
1508,42,No,Travel_Frequently,Sales,2,2,Marketing,Male,3,Research Director,Married,29560,5,13,0,23,2,20,4,8,3,2,4,3,3,5.4855,0.217391304
1509,18,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,1,Sales Executive,Single,23350,1,14,2,0,3,0,0,0,3,3,3,2,3,6.082157051,0
1510,35,No,Travel_Rarely,Sales,20,2,Life Sciences,Male,1,Laboratory Technician,Married,51540,0,19,0,12,2,11,6,9,3,2,2,2,3,6.888701923,0
1511,36,No,Travel_Frequently,Research & Development,8,3,Other,Female,3,Sales Executive,Married,69620,4,12,2,4,2,1,0,0,3,4,3,2,3,6.411973291,1
1512,51,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Laboratory Technician,Divorced,56750,5,13,0,13,2,4,1,2,4,2,3,2,3,6.698251068,0.384615385
1513,41,No,Travel_Rarely,Research & Development,29,1,Life Sciences,Male,1,Laboratory Technician,Single,23790,1,12,0,22,6,22,0,4,4,2,3,3,3,6.084150641,0.045454545
1514,18,No,Travel_Rarely,Sales,7,3,Life Sciences,Male,1,Research Scientist,Single,38120,1,15,0,0,3,0,0,0,4,3,3,3,3,6.400422009,0
1515,28,No,Travel_Rarely,Research & Development,9,3,Medical,Male,1,Sales Representative,Single,46480,0,23,2,9,2,8,0,7,2,1,3,2,4,6.702056624,0
1516,31,No,Travel_Rarely,Research & Development,8,1,Technical Degree,Male,1,Manufacturing Director,Married,29360,4,12,1,10,2,8,7,7,2,4,2,3,3,6.420247863,0.4
1517,39,No,Travel_Rarely,Sales,5,4,Marketing,Female,2,Human Resources,Divorced,21050,0,20,0,19,3,18,3,7,3,4,2,3,4,6.784957265,0
1519,32,No,Travel_Rarely,Sales,2,3,Marketing,Male,2,Laboratory Technician,Married,27060,1,21,1,13,4,13,4,8,4,3,2,3,4,6.156444444,0.076923077
1520,38,No,Travel_Rarely,Research & Development,5,2,Life Sciences,Female,3,Research Scientist,Married,63840,3,19,2,19,4,10,0,1,1,2,3,2,3,6.027284188,0.157894737
1521,58,No,Non-Travel,Research & Development,2,3,Life Sciences,Male,2,Manufacturing Director,Divorced,39680,2,13,2,12,3,5,1,2,4,3,3,2,3,9.95421688,0.166666667
1523,31,No,Travel_Rarely,Sales,7,4,Marketing,Male,2,Sales Executive,Married,132250,3,21,1,9,2,2,1,0,1,1,3,3,4,5.983438034,0.333333333
1524,45,No,Travel_Frequently,Research & Development,3,1,Medical,Female,1,Sales Executive,Divorced,35400,1,13,0,24,6,24,9,11,1,1,3,3,3,6.785912393,0.041666667
1525,31,No,Travel_Rarely,Sales,16,4,Marketing,Female,2,Research Scientist,Divorced,28040,0,19,2,3,0,2,2,2,3,4,1,3,3,7.974553419,0
1526,33,No,Travel_Frequently,Research & Development,9,3,Life Sciences,Male,4,Research Director,Married,193920,6,12,1,12,3,10,8,8,4,2,3,3,3,6.114948718,0.5
1527,39,No,Travel_Rarely,Sales,1,4,Life Sciences,Male,1,Sales Executive,Married,196650,1,22,1,21,6,21,11,10,3,1,3,3,4,10.09361432,0.047619048
1528,43,No,Travel_Frequently,Research & Development,7,4,Medical,Male,4,Research Scientist,Single,24390,0,15,0,9,2,8,1,7,3,4,3,3,3,7.219894231,0
1529,49,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,3,Manufacturing Director,Single,73140,7,22,0,25,2,7,0,7,3,3,3,3,4,9.280730769,0.28
1530,52,Yes,Travel_Rarely,Research & Development,7,1,Life Sciences,Female,2,Research Scientist,Married,47740,2,18,1,11,2,8,7,7,3,2,2,3,3,7.301394231,0.181818182
1531,27,No,Travel_Rarely,Research & Development,15,4,Medical,Male,3,Research Scientist,Single,39020,1,22,0,4,2,4,1,2,3,2,2,3,4,10.09563141,0.25
1532,32,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,3,Research Scientist,Married,26620,1,11,1,13,6,13,11,9,3,2,3,4,3,9.321475427,0.076923077
1533,27,No,Travel_Rarely,Research & Development,13,2,Medical,Female,4,Research Director,Single,28560,1,12,2,5,5,5,0,4,4,3,3,4,3,9.479518162,0.2
1535,32,No,Travel_Rarely,Research & Development,7,3,Technical Degree,Male,2,Healthcare Representative,Single,24720,7,13,0,10,2,7,0,7,1,4,2,3,3,6.619989316,0.7
1536,28,Yes,Travel_Rarely,Research & Development,9,4,Medical,Male,1,Sales Executive,Married,56730,5,14,1,5,4,3,2,2,1,4,2,2,3,9.475226496,1
1537,30,No,Travel_Rarely,Research & Development,13,3,Life Sciences,Female,4,Research Director,Married,41970,1,13,0,11,3,10,1,9,4,4,3,3,3,5.606477564,0.090909091
1538,31,No,Travel_Frequently,Research & Development,2,1,Life Sciences,Female,1,Manager,Married,97130,1,17,0,10,5,10,8,9,3,3,3,2,3,5.896759615,0.1
1539,39,No,Travel_Frequently,Research & Development,19,4,Medical,Female,1,Research Scientist,Married,20620,1,13,0,21,4,21,13,3,3,4,3,3,3,5.477509615,0.047619048
1540,39,Yes,Travel_Rarely,Research & Development,1,1,Medical,Female,1,Laboratory Technician,Married,42840,4,17,1,12,0,1,0,0,4,3,2,3,3,9.044597222,0.333333333
1541,33,No,Travel_Frequently,Sales,4,2,Life Sciences,Male,4,Research Scientist,Single,47880,3,11,1,9,0,7,0,1,2,4,2,3,3,6.595904915,0.333333333
1542,47,No,Travel_Rarely,Research & Development,4,3,Life Sciences,Female,2,Healthcare Representative,Married,59060,4,23,0,21,4,3,1,1,4,3,3,4,4,6.175200855,0.19047619
1543,43,No,Travel_Frequently,Research & Development,14,3,Medical,Female,5,Research Director,Divorced,38860,1,17,2,9,2,9,0,0,3,3,4,3,3,5.619866453,0.111111111
1544,27,No,Non-Travel,Research & Development,2,3,Life Sciences,Male,1,Research Director,Married,168230,0,17,0,6,3,5,1,4,3,2,3,3,3,8.315317308,0
1545,54,No,Travel_Frequently,Research & Development,1,4,Life Sciences,Male,2,Research Scientist,Single,29330,3,12,2,20,2,4,0,3,4,3,2,3,3,5.295442308,0.15
1546,43,No,Travel_Rarely,Research & Development,7,2,Life Sciences,Female,2,Manager,Married,65000,8,23,0,10,3,1,0,0,3,1,2,3,4,6.649507479,0.8
1547,45,No,Travel_Rarely,Sales,3,1,Marketing,Female,1,Sales Executive,Married,171740,9,14,1,12,6,10,9,8,4,4,3,3,3,6.669200855,0.75
1548,40,No,Travel_Rarely,Research & Development,2,4,Other,Male,4,Research Scientist,Married,50330,2,14,2,6,6,4,0,2,2,4,2,3,3,9.028945513,0.333333333
1549,29,Yes,Travel_Rarely,Research & Development,29,3,Medical,Female,1,Research Scientist,Married,23070,1,13,1,7,0,7,0,7,2,1,2,3,3,9.927100427,0.142857143
1550,29,No,Travel_Rarely,Human Resources,8,3,Medical,Male,3,Sales Representative,Single,25870,0,22,2,4,3,3,2,2,2,4,3,3,4,6.271357906,0
1551,30,No,Travel_Rarely,Research & Development,10,3,Life Sciences,Male,2,Research Scientist,Divorced,55070,1,12,2,10,2,10,1,2,4,3,3,2,3,6.912979701,0.1
1552,27,No,Travel_Rarely,Research & Development,11,2,Medical,Male,1,Manager,Married,43930,1,18,1,8,2,8,0,7,2,2,3,2,3,5.288034188,0.125
1553,37,No,Travel_Rarely,Sales,1,4,Life Sciences,Male,2,Healthcare Representative,Divorced,133480,7,14,0,8,4,6,0,4,4,4,2,3,3,5.540113248,0.875
1554,38,No,Travel_Rarely,Research & Development,28,4,Medical,Male,1,Laboratory Technician,Divorced,65830,0,12,0,12,1,11,2,9,3,4,3,3,3,8.492222222,0
1555,31,No,Travel_Rarely,Research & Development,6,3,Medical,Female,3,Manager,Single,81030,1,15,1,11,5,11,4,10,3,4,2,3,3,9.172405983,0.090909091
1556,29,No,Travel_Rarely,Research & Development,3,4,Life Sciences,Male,3,Sales Executive,Divorced,39780,1,11,0,7,0,7,1,7,4,2,3,3,3,7.480458333,0.142857143
1557,35,No,Travel_Rarely,Sales,16,2,Technical Degree,Male,3,Manager,Single,25440,0,13,1,17,3,16,0,13,3,2,3,4,3,6.970013889,0
1558,23,No,Travel_Rarely,Research & Development,20,4,Life Sciences,Male,1,Manufacturing Director,Divorced,53990,1,23,0,4,2,4,0,2,3,4,2,2,4,6.550005342,0.25
1559,41,No,Travel_Rarely,Research & Development,9,2,Life Sciences,Female,1,Laboratory Technician,Single,54870,6,19,2,8,0,5,1,2,4,2,3,3,3,9.148926282,0.75
1560,47,No,Travel_Frequently,Sales,1,3,Medical,Female,2,Laboratory Technician,Single,68340,3,16,1,5,2,0,0,0,2,3,3,4,3,7.154825855,0.6
1561,42,No,Travel_Rarely,Research & Development,3,4,Life Sciences,Male,1,Manager,Single,10910,2,22,0,16,0,1,0,0,1,4,3,1,4,5.543132479,0.125
1562,29,No,Non-Travel,Sales,22,4,Marketing,Male,2,Human Resources,Married,57360,1,22,0,4,1,4,0,2,4,3,2,2,4,5.760910256,0.25
1563,42,No,Travel_Rarely,Sales,7,4,Medical,Male,3,Research Scientist,Divorced,22260,0,12,1,4,3,3,1,0,3,3,3,2,3,7.823264957,0
1564,32,No,Travel_Rarely,Research & Development,2,3,Medical,Male,2,Research Scientist,Married,57470,1,13,0,8,0,8,0,7,3,2,3,3,3,7.224260684,0.125
1565,48,No,Travel_Rarely,Sales,13,4,Medical,Male,4,Sales Executive,Married,98540,3,16,1,15,2,0,0,0,1,3,1,2,3,6.537241453,0.2
1566,37,No,Travel_Rarely,Research & Development,8,5,Technical Degree,Male,2,Manufacturing Director,Divorced,54670,4,12,0,13,2,7,6,7,3,1,3,3,3,9.847621795,0.307692308
1567,30,No,Non-Travel,Sales,25,4,Other,Male,1,Healthcare Representative,Married,53800,7,21,1,4,0,2,2,2,4,3,4,3,4,9.480893162,1.75
1568,26,No,Travel_Rarely,Sales,28,3,Medical,Female,5,Laboratory Technician,Married,51510,1,15,3,8,3,8,7,7,3,3,3,3,3,5.401740385,0.125
1569,42,No,Travel_Rarely,Sales,2,2,Medical,Female,1,Laboratory Technician,Single,21330,3,13,2,14,2,1,0,0,1,4,3,3,3,5.675155983,0.214285714
1570,21,Yes,Travel_Frequently,Research & Development,9,3,Medical,Female,4,Manufacturing Director,Single,178750,1,12,0,3,5,3,1,2,1,2,3,2,3,7.540985043,0.333333333
1571,36,No,Non-Travel,Human Resources,28,3,Human Resources,Male,2,Laboratory Technician,Single,24320,4,22,0,7,4,1,0,0,4,4,3,1,4,6.759889957,0.571428571
1572,36,No,Travel_Frequently,Research & Development,6,3,Life Sciences,Female,2,Research Scientist,Married,47710,4,13,1,16,2,13,1,12,1,4,3,3,3,6.342519231,0.25
